odiNumber,manufacturer,crash,fire,numberOfInjuries,numberOfDeaths,dateOfIncident,dateComplaintFiled,vin,components,summary,type,productYear,productMake,productModel
11551379,"Chrysler (FCA US, LLC)",False,False,0,0,2023-10-18,2023-10-23,1C4HJXEG8MW,STEERING,"My vehicle shook violently while in operation, no indicator or warning lights came on.  I called the dealership for an appt and did some research on the issue.  Service department found the steering dampner to be weak and replaced it. Jeep has 13,088 miles, out of warranty 5 days prior to service call. Incident happened 3 days after warranty expiration.  Jeep has never been off-road. I have the dampner that was removed, no one has looked at it except the service department. The problem was confirmed by the dealer rep as calling it the ""Death Wobble"".  My safety and others were put at risk by my having to divert my attention from the road to my jeep, turn on Emergency flashers and ease my jeep out of traffic. Then I had to slowly and cautiously ease back into traffic to get to the right side of the highway. This happened 2 more times before I was able to get home.",Vehicle,2021,JEEP,WRANGLER
11551460,"Chrysler (FCA US, LLC)",False,False,0,0,2023-10-16,2023-10-23,1C4JJXP68MW,STEERING,"Death wobble started last week, took in for warranty service today and technician replicated issue.  Conflicting info received that replacement part is backorder yet Mopar site says part is in stock and ready to ship.  Dealership said to pick the vehicle up and wait for part to be received for repair.",Vehicle,2021,JEEP,WRANGLER
11551460,"Chrysler (FCA US, LLC)",False,False,0,0,2023-10-16,2023-10-23,1C4JJXP68MW,SUSPENSION,"Death wobble started last week, took in for warranty service today and technician replicated issue.  Conflicting info received that replacement part is backorder yet Mopar site says part is in stock and ready to ship.  Dealership said to pick the vehicle up and wait for part to be received for repair.",Vehicle,2021,JEEP,WRANGLER
11551461,"Chrysler (FCA US, LLC)",False,False,0,0,2023-10-23,2023-10-23,1C4JJXFM0MW,FUEL SYSTEM,"The contact owns a 2021 Jeep Wrangler. The contact received notification of NHTSA Campaign Number: 22V767000 (Fuel System, Gasoline, Engine) however, the part to do the recall repair was not yet available. The local dealer was contacted and determined that parts were not yet available. The contact stated that the manufacturer had exceeded a reasonable amount of time for the recall repair. The manufacturer was made aware of the issue and confirmed that parts were not yet available. The contact had not experienced a failure. Parts distribution disconnect.",Vehicle,2021,JEEP,WRANGLER
11551461,"Chrysler (FCA US, LLC)",False,False,0,0,2023-10-23,2023-10-23,1C4JJXFM0MW,GASOLINE,"The contact owns a 2021 Jeep Wrangler. The contact received notification of NHTSA Campaign Number: 22V767000 (Fuel System, Gasoline, Engine) however, the part to do the recall repair was not yet available. The local dealer was contacted and determined that parts were not yet available. The contact stated that the manufacturer had exceeded a reasonable amount of time for the recall repair. The manufacturer was made aware of the issue and confirmed that parts were not yet available. The contact had not experienced a failure. Parts distribution disconnect.",Vehicle,2021,JEEP,WRANGLER
11551461,"Chrysler (FCA US, LLC)",False,False,0,0,2023-10-23,2023-10-23,1C4JJXFM0MW,ENGINE,"The contact owns a 2021 Jeep Wrangler. The contact received notification of NHTSA Campaign Number: 22V767000 (Fuel System, Gasoline, Engine) however, the part to do the recall repair was not yet available. The local dealer was contacted and determined that parts were not yet available. The contact stated that the manufacturer had exceeded a reasonable amount of time for the recall repair. The manufacturer was made aware of the issue and confirmed that parts were not yet available. The contact had not experienced a failure. Parts distribution disconnect.",Vehicle,2021,JEEP,WRANGLER
11551492,"Chrysler (FCA US, LLC)",False,False,0,0,2023-09-20,2023-10-23,1C4JJXFM7MW,FUEL/PROPULSION SYSTEM,"Part z96 high pressure fuel pump was recalled over a year ago with no parts or fix. I had been calling every 2-3 months to check and was informed the fix was not available. Over a month ago, the fuel pump failed and the car shut off while I was driving. Metal was sent through the entire fuel system. The whole fuel system needs replaced and the Jeep sits at the dealer with no parts available.",Vehicle,2021,JEEP,WRANGLER
11551160,"Chrysler (FCA US, LLC)",False,False,0,0,2021-10-01,2023-10-21,1C4HJXDGXMW,STEERING,"I purchased the jeep brand new.  At 14,000 miles it started to death wobble.  Wheel, and entire front of jeep was shaking violently after hitting the slightest bump or dip in road (nothing outside of normal highway bumps).  To stop the shaking I have to pull over and stop.  The dealership keeps doing bandaids with dampner,, other stuff but keeps saying that's all corporate says to do.  It was brought in multiple times with the fix maybe lasting several months.  I am past my 36,000 warranty so now I have to pay for something that wasn't fixed when it was on warranty multiple times.  Sime times they said they couldn't make it happen.  Ridiculous that I had to stop multiple times driving home 30 mins on the turnpike.  I have to keep it under 55mph now on a car bought new and and a problem that started early on.  Really angry, completely unfair.",Vehicle,2021,JEEP,WRANGLER
11551160,"Chrysler (FCA US, LLC)",False,False,0,0,2021-10-01,2023-10-21,1C4HJXDGXMW,SUSPENSION,"I purchased the jeep brand new.  At 14,000 miles it started to death wobble.  Wheel, and entire front of jeep was shaking violently after hitting the slightest bump or dip in road (nothing outside of normal highway bumps).  To stop the shaking I have to pull over and stop.  The dealership keeps doing bandaids with dampner,, other stuff but keeps saying that's all corporate says to do.  It was brought in multiple times with the fix maybe lasting several months.  I am past my 36,000 warranty so now I have to pay for something that wasn't fixed when it was on warranty multiple times.  Sime times they said they couldn't make it happen.  Ridiculous that I had to stop multiple times driving home 30 mins on the turnpike.  I have to keep it under 55mph now on a car bought new and and a problem that started early on.  Really angry, completely unfair.",Vehicle,2021,JEEP,WRANGLER
11551160,"Chrysler (FCA US, LLC)",False,False,0,0,2021-10-01,2023-10-21,1C4HJXDGXMW,UNKNOWN OR OTHER,"I purchased the jeep brand new.  At 14,000 miles it started to death wobble.  Wheel, and entire front of jeep was shaking violently after hitting the slightest bump or dip in road (nothing outside of normal highway bumps).  To stop the shaking I have to pull over and stop.  The dealership keeps doing bandaids with dampner,, other stuff but keeps saying that's all corporate says to do.  It was brought in multiple times with the fix maybe lasting several months.  I am past my 36,000 warranty so now I have to pay for something that wasn't fixed when it was on warranty multiple times.  Sime times they said they couldn't make it happen.  Ridiculous that I had to stop multiple times driving home 30 mins on the turnpike.  I have to keep it under 55mph now on a car bought new and and a problem that started early on.  Really angry, completely unfair.",Vehicle,2021,JEEP,WRANGLER
11551053,"Chrysler (FCA US, LLC)",False,False,0,0,2022-10-13,2023-10-20,1C4JJXFM0MW,FUEL SYSTEM,"The contact owns a 2021 Jeep Wrangler. The contact received notification of NHTSA Campaign Number: 22V767000 (Fuel System, Gasoline, Engine) however, the part to do the recall repair was unavailable. The contact stated that the manufacturer had exceeded a reasonable amount of time for the recall repair. The manufacturer was made aware of the issue. The contact had not experienced a failure. Parts distribution disconnect.",Vehicle,2021,JEEP,WRANGLER
11551053,"Chrysler (FCA US, LLC)",False,False,0,0,2022-10-13,2023-10-20,1C4JJXFM0MW,GASOLINE,"The contact owns a 2021 Jeep Wrangler. The contact received notification of NHTSA Campaign Number: 22V767000 (Fuel System, Gasoline, Engine) however, the part to do the recall repair was unavailable. The contact stated that the manufacturer had exceeded a reasonable amount of time for the recall repair. The manufacturer was made aware of the issue. The contact had not experienced a failure. Parts distribution disconnect.",Vehicle,2021,JEEP,WRANGLER
11551053,"Chrysler (FCA US, LLC)",False,False,0,0,2022-10-13,2023-10-20,1C4JJXFM0MW,ENGINE,"The contact owns a 2021 Jeep Wrangler. The contact received notification of NHTSA Campaign Number: 22V767000 (Fuel System, Gasoline, Engine) however, the part to do the recall repair was unavailable. The contact stated that the manufacturer had exceeded a reasonable amount of time for the recall repair. The manufacturer was made aware of the issue. The contact had not experienced a failure. Parts distribution disconnect.",Vehicle,2021,JEEP,WRANGLER
11550651,"Chrysler (FCA US, LLC)",False,False,0,0,2023-07-12,2023-10-18,1C4HJXDM4MW,FUEL SYSTEM,See attached document from complainant,Vehicle,2021,JEEP,WRANGLER
11550651,"Chrysler (FCA US, LLC)",False,False,0,0,2023-07-12,2023-10-18,1C4HJXDM4MW,GASOLINE,See attached document from complainant,Vehicle,2021,JEEP,WRANGLER
11550348,"Chrysler (FCA US, LLC)",False,False,0,0,2023-10-17,2023-10-17,1C4HJXDG7MW,STEERING,"When driving above 50mph, when I drive over a road seam, the car shakes almost uncontrollably. I have to slow down to make the car stop shaking. I have brought the car to Jeep service THREE TIMES in a period of 12 months. Still having the same issue. It is very dangerous. I cannot rely on this car (only 3 years old) to drive on a highway. Very dangerous!!",Vehicle,2021,JEEP,WRANGLER
11550348,"Chrysler (FCA US, LLC)",False,False,0,0,2023-10-17,2023-10-17,1C4HJXDG7MW,VEHICLE SPEED CONTROL,"When driving above 50mph, when I drive over a road seam, the car shakes almost uncontrollably. I have to slow down to make the car stop shaking. I have brought the car to Jeep service THREE TIMES in a period of 12 months. Still having the same issue. It is very dangerous. I cannot rely on this car (only 3 years old) to drive on a highway. Very dangerous!!",Vehicle,2021,JEEP,WRANGLER
11550284,"Chrysler (FCA US, LLC)",False,False,0,0,2023-10-13,2023-10-16,1C4HJXFG2MW,STEERING,Front end shakes violently at moderately high speeds.,Vehicle,2021,JEEP,WRANGLER
11549621,"Chrysler (FCA US, LLC)",False,False,0,0,2022-10-01,2023-10-12,1C4JJXFM3MW,FUEL SYSTEM,"The contact owns a 2021 Jeep Wrangler. The contact stated that while having a routine oil change, he was notified about the recall by the local dealer (South Oak Jeep Dodge Ram Chrysler, 4550 Lincoln Hwy., Matteson, IL 60443). The contact received notification of NHTSA Campaign Number: 22V767000 (Fuel System, Gasoline, Engine). However, the part to do the recall repair was not yet available. The local dealer was contacted. The contact stated that the manufacturer had exceeded a reasonable amount of time for the recall repair. The manufacturer was made aware of the issue. The manufacturer opened a case. The contact had not experienced a failure. Parts distribution disconnect.",Vehicle,2021,JEEP,WRANGLER
11549621,"Chrysler (FCA US, LLC)",False,False,0,0,2022-10-01,2023-10-12,1C4JJXFM3MW,GASOLINE,"The contact owns a 2021 Jeep Wrangler. The contact stated that while having a routine oil change, he was notified about the recall by the local dealer (South Oak Jeep Dodge Ram Chrysler, 4550 Lincoln Hwy., Matteson, IL 60443). The contact received notification of NHTSA Campaign Number: 22V767000 (Fuel System, Gasoline, Engine). However, the part to do the recall repair was not yet available. The local dealer was contacted. The contact stated that the manufacturer had exceeded a reasonable amount of time for the recall repair. The manufacturer was made aware of the issue. The manufacturer opened a case. The contact had not experienced a failure. Parts distribution disconnect.",Vehicle,2021,JEEP,WRANGLER
11549621,"Chrysler (FCA US, LLC)",False,False,0,0,2022-10-01,2023-10-12,1C4JJXFM3MW,ENGINE,"The contact owns a 2021 Jeep Wrangler. The contact stated that while having a routine oil change, he was notified about the recall by the local dealer (South Oak Jeep Dodge Ram Chrysler, 4550 Lincoln Hwy., Matteson, IL 60443). The contact received notification of NHTSA Campaign Number: 22V767000 (Fuel System, Gasoline, Engine). However, the part to do the recall repair was not yet available. The local dealer was contacted. The contact stated that the manufacturer had exceeded a reasonable amount of time for the recall repair. The manufacturer was made aware of the issue. The manufacturer opened a case. The contact had not experienced a failure. Parts distribution disconnect.",Vehicle,2021,JEEP,WRANGLER
11549357,"Chrysler (FCA US, LLC)",False,False,0,0,2023-10-10,2023-10-11,1C4JJXP63MW,SERVICE BRAKES,"I was casually driving home from work in a 35 MPH zone on a standard road. When my 2021 jeep wranglers 4xe (30,000 miles exactly) ABS, and electronic brake stabilizer warning lights came on. I touched the brake and they were non-responsive. I then continued to press the brakes all the way to the floor multiple times and there was no response. I was able to pull the emergency brake to bring the vehicle to an immediate halt in the middle of the road and have a tow truck come ASAP. Service the next day said all the warning lights are gone and that they do not see any history of the errors. This issue posed extreme risk for myself and my pregnant wife. The car is still at the service specialist as i requested additional diagnosis be performed.",Vehicle,2021,JEEP,WRANGLER
11549165,"Chrysler (FCA US, LLC)",False,False,0,0,2023-10-10,2023-10-10,1C4GJXANXMW,STEERING,"While driving down highway at 65 mph the front end and steering wheel began shaking violently after driving over a bump. This happened multiple times and every time is initiated by a road bump. Unable to properly steer Jeep when this happens. Only way to stop vibrations/wobble is to reduce speed to almost a complete stop. As there were vehicles around me, this put me in a precarious position as I tried to slow down and get over to road shoulder to avoid a collision.",Vehicle,2021,JEEP,WRANGLER
11549165,"Chrysler (FCA US, LLC)",False,False,0,0,2023-10-10,2023-10-10,1C4GJXANXMW,SUSPENSION,"While driving down highway at 65 mph the front end and steering wheel began shaking violently after driving over a bump. This happened multiple times and every time is initiated by a road bump. Unable to properly steer Jeep when this happens. Only way to stop vibrations/wobble is to reduce speed to almost a complete stop. As there were vehicles around me, this put me in a precarious position as I tried to slow down and get over to road shoulder to avoid a collision.",Vehicle,2021,JEEP,WRANGLER
11549003,"Chrysler (FCA US, LLC)",False,False,0,0,2023-10-07,2023-10-09,1C4HJXDG1MW,STEERING,"While driving down Highway at 70MPH hit bridge connector gap while in Slight Left turn and front end on my 2021 Jeep Wrangler Sport started to Shimmy wildly.  Was controllable and as I slowed below 55 and it stopped.  Happened several times during 70 mile trip and each time I was able to slow the vehicle and recover.  Researched complaint on Internet and saw similar complaints of death wobble with Wranglers since 2008.  Just wanted to confirm the issue still remains and has not been corrected.  This could cause inexperienced drivers to panic and wreck or worse yet cause an real accident while they try to asses the situation.  Since the problem has been around so long I'd ask why nothing has been done to correct the issue permanently.  If its due to solid axel, then maybe that needs to be replaced.  There is no reason to have such a huge safety issue remain open for such an extended period of time unchanged.",Vehicle,2021,JEEP,WRANGLER
11549003,"Chrysler (FCA US, LLC)",False,False,0,0,2023-10-07,2023-10-09,1C4HJXDG1MW,SUSPENSION,"While driving down Highway at 70MPH hit bridge connector gap while in Slight Left turn and front end on my 2021 Jeep Wrangler Sport started to Shimmy wildly.  Was controllable and as I slowed below 55 and it stopped.  Happened several times during 70 mile trip and each time I was able to slow the vehicle and recover.  Researched complaint on Internet and saw similar complaints of death wobble with Wranglers since 2008.  Just wanted to confirm the issue still remains and has not been corrected.  This could cause inexperienced drivers to panic and wreck or worse yet cause an real accident while they try to asses the situation.  Since the problem has been around so long I'd ask why nothing has been done to correct the issue permanently.  If its due to solid axel, then maybe that needs to be replaced.  There is no reason to have such a huge safety issue remain open for such an extended period of time unchanged.",Vehicle,2021,JEEP,WRANGLER
11549080,"Chrysler (FCA US, LLC)",False,False,0,0,2023-10-08,2023-10-09,1C4JJXR61MW,POWER TRAIN,"My 2021 4XE Wrangler Rubicon has already had the Loss of Motive Power Recall performed a year ago. Jeep stated that the recall software update would prevent this incident. It is not corrected!!!  Yesterday, while traveling on I-70 near Virginia at about 70 mph (the speed limit), the Jeep displayed a Jeep Vehicle with the PHEV High Voltage Cables and Battery Pack Diagram drawn over the Jeep in Bright Red color. No codes happened at all when this appeared (no Check Engine Light, no service indicators, nothing).  Some words quickly flashed on the dash display stating something like, ""Loss of Performance"" and the engine shutdown completely and the ""D"" next to shifter binked yellow continuously afterwards. The dash then stated to Shift Vehicle into Park to Restart (while still coasting at nearly 70 mph).  I managed to coast it to the emergency lane, stop the Jeep, shift into park and restart. It then would not run even remotely normal, because it was in a safety mode of some sort. Again, with the engine running completely erratically,  no coding at all. When I pressed the accelerator like normal, it would not respond at all (even putting it to the floor had no affect). I had to figure out how to get the accelerator to work so I could drive it back home.  I had to gently press the pedal to get it to respond and then the Jeep would not go above about 2500 RPM. It would force itself to slow down if it reached any higher RPM.   I went to the local Jeep Dealership ASAP today and was told nothing was recorded in the computer, software is up to date, and there is nothing wrong with my Jeep.   This is a serious problem and has to be diagnosed and fixed!!!!",Vehicle,2021,JEEP,WRANGLER
11549080,"Chrysler (FCA US, LLC)",False,False,0,0,2023-10-08,2023-10-09,1C4JJXR61MW,ELECTRICAL SYSTEM,"My 2021 4XE Wrangler Rubicon has already had the Loss of Motive Power Recall performed a year ago. Jeep stated that the recall software update would prevent this incident. It is not corrected!!!  Yesterday, while traveling on I-70 near Virginia at about 70 mph (the speed limit), the Jeep displayed a Jeep Vehicle with the PHEV High Voltage Cables and Battery Pack Diagram drawn over the Jeep in Bright Red color. No codes happened at all when this appeared (no Check Engine Light, no service indicators, nothing).  Some words quickly flashed on the dash display stating something like, ""Loss of Performance"" and the engine shutdown completely and the ""D"" next to shifter binked yellow continuously afterwards. The dash then stated to Shift Vehicle into Park to Restart (while still coasting at nearly 70 mph).  I managed to coast it to the emergency lane, stop the Jeep, shift into park and restart. It then would not run even remotely normal, because it was in a safety mode of some sort. Again, with the engine running completely erratically,  no coding at all. When I pressed the accelerator like normal, it would not respond at all (even putting it to the floor had no affect). I had to figure out how to get the accelerator to work so I could drive it back home.  I had to gently press the pedal to get it to respond and then the Jeep would not go above about 2500 RPM. It would force itself to slow down if it reached any higher RPM.   I went to the local Jeep Dealership ASAP today and was told nothing was recorded in the computer, software is up to date, and there is nothing wrong with my Jeep.   This is a serious problem and has to be diagnosed and fixed!!!!",Vehicle,2021,JEEP,WRANGLER
11549080,"Chrysler (FCA US, LLC)",False,False,0,0,2023-10-08,2023-10-09,1C4JJXR61MW,ENGINE,"My 2021 4XE Wrangler Rubicon has already had the Loss of Motive Power Recall performed a year ago. Jeep stated that the recall software update would prevent this incident. It is not corrected!!!  Yesterday, while traveling on I-70 near Virginia at about 70 mph (the speed limit), the Jeep displayed a Jeep Vehicle with the PHEV High Voltage Cables and Battery Pack Diagram drawn over the Jeep in Bright Red color. No codes happened at all when this appeared (no Check Engine Light, no service indicators, nothing).  Some words quickly flashed on the dash display stating something like, ""Loss of Performance"" and the engine shutdown completely and the ""D"" next to shifter binked yellow continuously afterwards. The dash then stated to Shift Vehicle into Park to Restart (while still coasting at nearly 70 mph).  I managed to coast it to the emergency lane, stop the Jeep, shift into park and restart. It then would not run even remotely normal, because it was in a safety mode of some sort. Again, with the engine running completely erratically,  no coding at all. When I pressed the accelerator like normal, it would not respond at all (even putting it to the floor had no affect). I had to figure out how to get the accelerator to work so I could drive it back home.  I had to gently press the pedal to get it to respond and then the Jeep would not go above about 2500 RPM. It would force itself to slow down if it reached any higher RPM.   I went to the local Jeep Dealership ASAP today and was told nothing was recorded in the computer, software is up to date, and there is nothing wrong with my Jeep.   This is a serious problem and has to be diagnosed and fixed!!!!",Vehicle,2021,JEEP,WRANGLER
11548640,"Chrysler (FCA US, LLC)",False,False,0,0,2023-10-06,2023-10-06,1C4HJXCG3MW,POWER TRAIN,Please hold Jeep accountable for their lack of remedy for this clutch safety recall that they have done zero about.,Vehicle,2021,JEEP,WRANGLER
11548644,"Chrysler (FCA US, LLC)",False,False,0,0,2022-10-13,2023-10-06,1C4JJXFM0MW,ENGINE,"My diesel Jeep Wrangler has had an open safety recall for 12 months (Z96/NHTSA 22V-767), related to the high pressure fuel pump. Jeep/Stellantis continually fails to address this issue and pushes the estimated timeline for repairs months down the road. Every time I call or bring my vehicle in for service, I am alerted to this open safety recall, then told there is no fix available. I have tried to trade my Jeep in several times over the last 9 months, but dealers have been unwilling to take a vehicle on trade with an open safety recall and no fix available.",Vehicle,2021,JEEP,WRANGLER
11548644,"Chrysler (FCA US, LLC)",False,False,0,0,2022-10-13,2023-10-06,1C4JJXFM0MW,FUEL/PROPULSION SYSTEM,"My diesel Jeep Wrangler has had an open safety recall for 12 months (Z96/NHTSA 22V-767), related to the high pressure fuel pump. Jeep/Stellantis continually fails to address this issue and pushes the estimated timeline for repairs months down the road. Every time I call or bring my vehicle in for service, I am alerted to this open safety recall, then told there is no fix available. I have tried to trade my Jeep in several times over the last 9 months, but dealers have been unwilling to take a vehicle on trade with an open safety recall and no fix available.",Vehicle,2021,JEEP,WRANGLER
11548194,"Chrysler (FCA US, LLC)",False,False,0,0,2023-05-30,2023-10-04,1C4GJXAN0MW,STEERING,"Known Jeep Wrangler issue ""Death Wobble"".  When hit a bump at 60-70 MPH, Jeep shakes violently.  Reducing speed and the shake stops.  Steering damper replaced on 5/31/23 and 8/31/23.  Occurred again and now the Power Steering Gear Box is being replaced.  Disappointing for this on a known problem on a 2 year old Jeep.",Vehicle,2021,JEEP,WRANGLER
11548201,"Chrysler (FCA US, LLC)",False,False,0,0,2023-10-04,2023-10-04,1C4JJXFM1MW,FUEL SYSTEM,"The contact owns a 2021 Jeep Wrangler. The contact received notification of NHTSA Campaign Number: 22V767000 (Fuel System, Gasoline, Engine) however, the part to do the recall repair was not yet available. The local dealer was contacted and confirmed that the parts were not yet available. The contact stated that the manufacturer had exceeded a reasonable amount of time for the recall repair. The manufacturer was not made aware of the issue. The contact had not experienced a failure. Parts distribution disconnect.",Vehicle,2021,JEEP,WRANGLER
11548201,"Chrysler (FCA US, LLC)",False,False,0,0,2023-10-04,2023-10-04,1C4JJXFM1MW,GASOLINE,"The contact owns a 2021 Jeep Wrangler. The contact received notification of NHTSA Campaign Number: 22V767000 (Fuel System, Gasoline, Engine) however, the part to do the recall repair was not yet available. The local dealer was contacted and confirmed that the parts were not yet available. The contact stated that the manufacturer had exceeded a reasonable amount of time for the recall repair. The manufacturer was not made aware of the issue. The contact had not experienced a failure. Parts distribution disconnect.",Vehicle,2021,JEEP,WRANGLER
11548201,"Chrysler (FCA US, LLC)",False,False,0,0,2023-10-04,2023-10-04,1C4JJXFM1MW,ENGINE,"The contact owns a 2021 Jeep Wrangler. The contact received notification of NHTSA Campaign Number: 22V767000 (Fuel System, Gasoline, Engine) however, the part to do the recall repair was not yet available. The local dealer was contacted and confirmed that the parts were not yet available. The contact stated that the manufacturer had exceeded a reasonable amount of time for the recall repair. The manufacturer was not made aware of the issue. The contact had not experienced a failure. Parts distribution disconnect.",Vehicle,2021,JEEP,WRANGLER
11548053,"Chrysler (FCA US, LLC)",False,False,0,0,2023-04-01,2023-10-03,1C4HJXFG2MW,POWER TRAIN,"The contact owns a 2021 Jeep Wrangler. The contact received notification of NHTSA Campaign Number: 23V116000 (Power Train); however, the part to do the recall repair was not yet available. The contact stated that the manufacturer had exceeded a reasonable amount of time for the recall repair. The dealer was made aware of the issue and confirmed that parts were not yet available. The manufacturer was made aware of the issue and confirmed that parts were not yet available. The contact had not experienced a failure. VIN tool confirms parts not available.",Vehicle,2021,JEEP,WRANGLER
11547833,"Chrysler (FCA US, LLC)",False,False,0,0,2023-09-16,2023-10-02,1C4HJXDNXMW,ELECTRICAL SYSTEM,"On 9/16 I went to leave for work for the day and my car would not start. The auto stop start system was illuminated with a warning.  A neighbor jumstarted to car for me. I drove to my dealership where I was told both of my batteries had failed and I would need to replace them.  I replaced both.  Upon leaving the dealership my stop start was still showing a warning.  I was told it would go off after driving for a few days.  It did not.  I returned to the dealership on 9/25 to see what was wrong.  The code the vechicle was giving was low battery.  I was told it was a software update and was sent on my way.  This issue with my vechicle par of a RRT21-077 dated 6/24/21.  I was never notified of this by Jeep.  I was told when I brought this to their attention that because this probelem did not occur within 18 months of the bulletin my issue would not be covered.   I am concerned that this issue will happen again and leave me stranded without power, as clearly it is an issue with this model.",Vehicle,2021,JEEP,WRANGLER
11547878,"Chrysler (FCA US, LLC)",False,False,0,0,2023-09-23,2023-10-02,1C4HJXFG8MW,ELECTRICAL SYSTEM,"The sensor witch detects if the front and rear differential lockers is engaged or not has quit working. Once I looked into it, the sensor was full of diff oil causing it to stop working. I then found out it has been such a big issue that Jeep has a National back order on the part to replace it. The parts were found to be leaking in almost all Jeeps tested. That component is a major part to the off-road capability. I found myself in the back of my local national forest and unable to get unstuck because I drove through mud that would have been no problem if my lockers work functioning properly. If it weren’t for me owning an emergency satellite transponder I honestly don’t know how myself and my twelve year old would have made it out. I live in the middle of grizzly bears. Spoke to Jeep and was told “they know it’s a major issue but won’t fix them until told to do so”",Vehicle,2021,JEEP,WRANGLER
